Trial number,Testcase,Alarm,Crash,Health,Operator log,Consistency,Differential,Custom
testrun-2024-02-28-20-51/trial-00-0000/0000,{},False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0000/0001,"{""field"": ""[\""spec\"", \""cert\"", \""certManager\"", \""encoding\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0000/0002,"{""field"": ""[\""spec\"", \""cert\"", \""certManager\"", \""encoding\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0000/0003,"{""field"": ""[\""spec\"", \""cert\"", \""certManager\"", \""encoding\""]"", ""testcase"": ""string-change""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0000/0004,"{""field"": ""[\""spec\"", \""cert\"", \""certManager\"", \""encoding\""]"", ""testcase"": ""string-empty""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0000/0005,"{""field"": ""[\""status\"", \""conditions\""]"", ""testcase"": ""array-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0000/0006,"{""field"": ""[\""status\"", \""conditions\""]"", ""testcase"": ""array-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0000/0007,"{""field"": ""[\""status\"", \""conditions\""]"", ""testcase"": ""array-push""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0000/0008,"{""field"": ""[\""status\"", \""conditions\""]"", ""testcase"": ""array-pop""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0000/0009,"{""field"": ""[\""spec\"", \""developer\"", \""showDebug\""]"", ""testcase"": ""boolean-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0000/0010,"{""field"": ""[\""spec\"", \""developer\"", \""showDebug\""]"", ""testcase"": ""boolean-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0001/0000,{},False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0001/0001,"{""field"": ""[\""spec\"", \""developer\"", \""showDebug\""]"", ""testcase"": ""boolean-toggle-off""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0001/0002,"{""field"": ""[\""spec\"", \""developer\"", \""showDebug\""]"", ""testcase"": ""boolean-toggle-off""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0001/0003,"{""field"": ""[\""spec\"", \""developer\"", \""showDebug\""]"", ""testcase"": ""boolean-toggle-on""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0002/0000,{},True,,message='pod: stackgres-74f48b87d8-trzxp container [stackgres] restart_count [1]',,,None,
testrun-2024-02-28-20-51/trial-00-0003/0000,{},False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0003/0001,"{""field"": ""[\""status\"", \""removeOldOperatorBundleResources\""]"", ""testcase"": ""boolean-toggle-on""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0003/0002,"{""field"": ""[\""spec\"", \""jobs\"", \""tolerations\""]"", ""testcase"": ""array-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0003/0003,"{""field"": ""[\""spec\"", \""jobs\"", \""tolerations\""]"", ""testcase"": ""array-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0003/0004,"{""field"": ""[\""spec\"", \""jobs\"", \""tolerations\""]"", ""testcase"": ""array-push""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0003/0005,"{""field"": ""[\""spec\"", \""jobs\"", \""tolerations\""]"", ""testcase"": ""array-pop""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0003/0006,"{""field"": ""[\""spec\"", \""adminui\"", \""service\"", \""nodePortHTTP\""]"", ""testcase"": ""integer-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0003/0007,"{""field"": ""[\""spec\"", \""adminui\"", \""service\"", \""nodePortHTTP\""]"", ""testcase"": ""integer-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0003/0008,"{""field"": ""[\""spec\"", \""adminui\"", \""service\"", \""nodePortHTTP\""]"", ""testcase"": ""integer-change""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0003/0009,"{""field"": ""[\""spec\"", \""serviceAccount\"", \""create\""]"", ""testcase"": ""boolean-toggle-off""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0004/0000,{},False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0004/0001,"{""field"": ""[\""spec\"", \""serviceAccount\"", \""create\""]"", ""testcase"": ""boolean-toggle-on""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0004/0002,"{""field"": ""[\""spec\"", \""serviceAccount\"", \""create\""]"", ""testcase"": ""boolean-toggle-on""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0005/0000,{},False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0005/0001,"{""field"": ""[\""spec\"", \""grafana\"", \""dashboardId\""]"", ""testcase"": ""string-empty""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0005/0002,"{""field"": ""[\""spec\"", \""extensions\""]"", ""testcase"": ""object-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0005/0003,"{""field"": ""[\""spec\"", \""operator\"", \""image\"", \""tag\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0005/0004,"{""field"": ""[\""spec\"", \""operator\"", \""image\"", \""tag\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0005/0005,"{""field"": ""[\""spec\"", \""operator\"", \""image\"", \""tag\""]"", ""testcase"": ""string-change""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0005/0006,"{""field"": ""[\""spec\"", \""operator\"", \""image\"", \""tag\""]"", ""testcase"": ""string-empty""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0005/0007,"{""field"": ""[\""spec\"", \""authentication\"", \""password\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0005/0008,"{""field"": ""[\""spec\"", \""authentication\"", \""password\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0005/0009,"{""field"": ""[\""spec\"", \""authentication\"", \""password\""]"", ""testcase"": ""string-change""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0006/0000,{},False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0006/0001,"{""field"": ""[\""spec\"", \""authentication\"", \""password\""]"", ""testcase"": ""string-empty""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0006/0002,"{""field"": ""[\""spec\"", \""developer\"", \""patches\"", \""adminui\"", \""volumeMounts\""]"", ""testcase"": ""array-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0006/0003,"{""field"": ""[\""spec\"", \""developer\"", \""patches\"", \""adminui\"", \""volumeMounts\""]"", ""testcase"": ""array-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0007/0000,{},False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0007/0001,"{""field"": ""[\""spec\"", \""authentication\"", \""oidc\"", \""authServerUrl\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0007/0002,"{""field"": ""[\""spec\"", \""authentication\"", \""oidc\"", \""authServerUrl\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0007/0003,"{""field"": ""[\""spec\"", \""authentication\"", \""oidc\"", \""authServerUrl\""]"", ""testcase"": ""string-change""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0007/0004,"{""field"": ""[\""spec\"", \""authentication\"", \""oidc\"", \""authServerUrl\""]"", ""testcase"": ""string-empty""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0007/0005,"{""field"": ""[\""spec\"", \""rbac\"", \""create\""]"", ""testcase"": ""boolean-toggle-off""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0007/0006,"{""field"": ""[\""spec\"", \""rbac\"", \""create\""]"", ""testcase"": ""boolean-toggle-on""}",False,,,,,None,
testrun-2024-02-28-20-51/trial-00-0007/0007,"{""field"": ""[\""spec\"", \""developer\"", \""patches\"", \""operator\"", \""volumeMounts\"", 0]"", ""testcase"": ""object-empty""}",False,,,,,None,
