Trial number,Testcase,Crash,Health,Operator log,Consistency,Differential,Custom,Alarm,Comment
lab1_0229/trial-01-0070/0008,"{""field"": ""[\""spec\"", \""services\"", 0, \""serviceName\""]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster-ACTOKEY"" is invalid: [metadata.name: Invalid value: ""test-cluster-ACTOKEY"": a DNS-1035 label must consist of lower case alphanumeric characters or \'-\', start with an alphabetic character, and end with an alphanumeric character (e.g. \'my-name\',  or \'abc-123\', regex used for validation is \'[a-z]([-a-z0-9]*[a-z0-9])?\'), spec.ports: Required value]' responsible_property=[]",None,,,
lab1_0229/trial-01-0070/0009,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0071/0000,{},,,,,None,,,
lab1_0229/trial-01-0071/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""serviceName\""]"", ""testcase"": ""string-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0071/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0072/0000,{},,,,,None,,,
lab1_0229/trial-01-0072/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""secretRef\"", \""key\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0072/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""secretRef\"", \""key\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0072/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""secretRef\"", \""key\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0072/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""secretRef\"", \""key\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0072/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""classDefRef\"", \""class\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0072/0006,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""classDefRef\"", \""class\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0073/0000,{},,,,,None,,,
lab1_0229/trial-01-0073/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""externalIPs\""]"", ""testcase"": ""array-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0073/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0074/0000,{},,,,,None,,,
lab1_0229/trial-01-0074/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""noCreatePDB\""]"", ""testcase"": ""boolean-deletion""}",,,,,None,,,
lab1_0229/trial-01-0074/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""noCreatePDB\""]"", ""testcase"": ""boolean-deletion""}",,,,,None,,,
lab1_0229/trial-01-0074/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""noCreatePDB\""]"", ""testcase"": ""boolean-toggle-off""}",,,,,None,,,
lab1_0229/trial-01-0074/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""noCreatePDB\""]"", ""testcase"": ""boolean-toggle-off""}",,,,,None,,,
lab1_0229/trial-01-0074/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""noCreatePDB\""]"", ""testcase"": ""boolean-toggle-on""}",,,,,None,,,
lab1_0229/trial-01-0074/0006,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""secret\"", \""defaultMode\""]"", ""testcase"": ""number-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0075/0000,{},,,,,None,,,
lab1_0229/trial-01-0075/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""secret\"", \""defaultMode\""]"", ""testcase"": ""number-change""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0076/0000,{},,,,,None,,,
lab1_0229/trial-01-0076/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""serviceAccountName\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0076/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""serviceAccountName\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0076/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""serviceAccountName\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0076/0004,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""loadBalancerIP\""]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0076/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0077/0000,{},,,,,None,,,
lab1_0229/trial-01-0077/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""serviceRefs\""]"", ""testcase"": ""array-empty""}",,,,,None,,,
lab1_0229/trial-01-0077/0002,"{""field"": ""[\""spec\"", \""storage\"", \""size\""]"", ""testcase"": ""number-deletion""}",,,,,None,,,
lab1_0229/trial-01-0077/0003,"{""field"": ""[\""spec\"", \""storage\"", \""size\""]"", ""testcase"": ""number-deletion""}",,,,,None,,,
lab1_0229/trial-01-0077/0004,"{""field"": ""[\""spec\"", \""storage\"", \""size\""]"", ""testcase"": ""number-change""}",,,,,None,,,
lab1_0229/trial-01-0077/0005,"{""field"": ""[\""spec\"", \""storage\"", \""size\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0077/0006,"{""field"": ""[\""spec\"", \""storage\"", \""size\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0077/0007,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0077/0008,"{""field"": ""[\""spec\"", \""storage\"", \""size\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0077/0009,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0078/0000,{},,,,,None,,,
lab1_0229/trial-01-0078/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""configMap\""]"", ""testcase"": ""object-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0079/0000,{},,,,,None,,,
lab1_0229/trial-01-0079/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""configMap\""]"", ""testcase"": ""object-empty""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0080/0000,{},,,,,None,,,
lab1_0229/trial-01-0080/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0080/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0080/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0]"", ""testcase"": ""object-empty""}",,,,,None,,,
lab1_0229/trial-01-0080/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0081/0000,{},,,,,None,,,
lab1_0229/trial-01-0081/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""asVolumeFrom\"", 0]"", ""testcase"": ""string-change""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0082/0000,{},,,,,None,,,
lab1_0229/trial-01-0082/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""asVolumeFrom\"", 0]"", ""testcase"": ""string-empty""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0083/0000,{},,,,,None,,,
lab1_0229/trial-01-0083/0001,"{""field"": ""[\""spec\"", \""monitor\"", \""monitoringInterval\""]"", ""testcase"": ""number-deletion""}",,,,,None,,,
lab1_0229/trial-01-0083/0002,"{""field"": ""[\""spec\"", \""monitor\"", \""monitoringInterval\""]"", ""testcase"": ""number-deletion""}",,,,,None,,,
lab1_0229/trial-01-0083/0003,"{""field"": ""[\""spec\"", \""monitor\"", \""monitoringInterval\""]"", ""testcase"": ""number-change""}",,,,,None,,,
lab1_0229/trial-01-0083/0004,"{""field"": ""[\""spec\"", \""monitor\"", \""monitoringInterval\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0083/0005,"{""field"": ""[\""spec\"", \""monitor\"", \""monitoringInterval\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0083/0006,"{""field"": ""[\""spec\"", \""monitor\"", \""monitoringInterval\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0083/0007,"{""field"": ""[\""spec\"", \""monitor\"", \""monitoringInterval\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0083/0008,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""resources\"", \""limits\""]"", ""testcase"": ""object-deletion""}",,,,"message='Found no matching fields for input' input_diff=Diff(prev='NotPresent', curr='.0883861', path=[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""limits"", ""ACTOKEY""]) system_state_diff=None",None,,,
lab1_0229/trial-01-0084/0000,{},,,,,None,,,
lab1_0229/trial-01-0084/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""resources\"", \""limits\""]"", ""testcase"": ""object-empty""}",,,,,None,,,
lab1_0229/trial-01-0084/0002,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ports\"", 0, \""port\""]"", ""testcase"": ""number-deletion""}",,,,,None,,,
lab1_0229/trial-01-0084/0003,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ports\"", 0, \""port\""]"", ""testcase"": ""number-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports[0].port: Invalid value: 0: must be between 1 and 65535, inclusive, spec.ports[0].targetPort: Invalid value: 0: must be between 1 and 65535, inclusive]' responsible_property=[]",None,,,
lab1_0229/trial-01-0084/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0085/0000,{},,,,,None,,,
lab1_0229/trial-01-0086/0000,{},,,,,None,,,
lab1_0229/trial-01-0086/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""rsmTransformPolicy\""]"", ""testcase"": ""ToPod""}",,,,,None,,,
lab1_0229/trial-01-0086/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""rsmTransformPolicy\""]"", ""testcase"": ""ToSts""}",,,,,None,,,
lab1_0229/trial-01-0086/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""serviceRefs\"", 0, \""serviceDescriptor\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0086/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""serviceRefs\"", 0, \""serviceDescriptor\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0086/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""serviceRefs\"", 0, \""serviceDescriptor\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0086/0006,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""serviceRefs\"", 0, \""serviceDescriptor\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0086/0007,"{""field"": ""[\""spec\"", \""resources\"", \""memory\""]"", ""testcase"": ""number-deletion""}",,,,,None,,,
lab1_0229/trial-01-0086/0008,"{""field"": ""[\""spec\"", \""resources\"", \""memory\""]"", ""testcase"": ""number-deletion""}",,,,,None,,,
lab1_0229/trial-01-0086/0009,"{""field"": ""[\""spec\"", \""resources\"", \""memory\""]"", ""testcase"": ""number-change""}",,,,,None,,,
lab1_0229/trial-01-0087/0000,{},,,,,None,,,
lab1_0229/trial-01-0087/0001,"{""field"": ""[\""spec\"", \""resources\"", \""memory\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0087/0002,"{""field"": ""[\""spec\"", \""resources\"", \""memory\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0087/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0087/0004,"{""field"": ""[\""spec\"", \""resources\"", \""memory\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0087/0005,"{""field"": ""[\""spec\"", \""resources\"", \""memory\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0087/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0088/0000,{},,,,,None,,,
lab1_0229/trial-01-0088/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""name\""]"", ""testcase"": ""string-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0088/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0089/0000,{},,,,,None,,,
lab1_0229/trial-01-0089/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""affinity\"", \""podAntiAffinity\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0089/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""affinity\"", \""podAntiAffinity\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0089/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0089/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""affinity\"", \""podAntiAffinity\""]"", ""testcase"": ""Preferred""}",,,,,None,,,
lab1_0229/trial-01-0089/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""affinity\"", \""podAntiAffinity\""]"", ""testcase"": ""Required""}",,,,,None,,,
lab1_0229/trial-01-0089/0006,"{""field"": ""[\""spec\"", \""backup\"", \""enabled\""]"", ""testcase"": ""boolean-deletion""}",,,,,None,,,
lab1_0229/trial-01-0089/0007,"{""field"": ""[\""spec\"", \""backup\"", \""enabled\""]"", ""testcase"": ""boolean-deletion""}",,,,,None,,,
lab1_0229/trial-01-0089/0008,"{""field"": ""[\""spec\"", \""backup\"", \""enabled\""]"", ""testcase"": ""boolean-toggle-off""}",,,,,None,,,
lab1_0229/trial-01-0089/0009,"{""field"": ""[\""spec\"", \""backup\"", \""enabled\""]"", ""testcase"": ""boolean-toggle-off""}",,,,,None,,,
lab1_0229/trial-01-0090/0000,{},,,,,None,,,
lab1_0229/trial-01-0090/0001,"{""field"": ""[\""spec\"", \""backup\"", \""enabled\""]"", ""testcase"": ""boolean-toggle-on""}",,,,,None,,,
lab1_0229/trial-01-0090/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""secretRef\"", \""name\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0090/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""secretRef\"", \""name\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0090/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""secretRef\"", \""name\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0090/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""secretRef\"", \""name\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0091/0000,{},,,,,None,,,
lab1_0229/trial-01-0091/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\""]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0091/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\"", 0, \""serviceType\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0091/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\"", 0, \""serviceType\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0091/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0091/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\"", 0, \""serviceType\""]"", ""testcase"": ""ClusterIP""}",,,,,None,,,
lab1_0229/trial-01-0091/0006,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\"", 0, \""serviceType\""]"", ""testcase"": ""NodePort""}",,,,,None,,,
lab1_0229/trial-01-0091/0007,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\"", 0, \""serviceType\""]"", ""testcase"": ""LoadBalancer""}",,,,,None,,,
lab1_0229/trial-01-0091/0008,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""selector\""]"", ""testcase"": ""object-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0091/0009,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0092/0000,{},,,,,None,,,
lab1_0229/trial-01-0092/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""selector\""]"", ""testcase"": ""object-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0092/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0093/0000,{},,,,,None,,,
lab1_0229/trial-01-0093/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""loadBalancerSourceRanges\"", 0]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.LoadBalancerSourceRanges: Forbidden: may only be used when `type` is \'LoadBalancer\', spec.LoadBalancerSourceRanges: Invalid value: ""[ACTOKEY]"": must be a list of IP ranges. For example, 10.240.0.0/24,10.250.0.0/24 ]' responsible_property=[]",None,,,
lab1_0229/trial-01-0093/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0093/0003,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""loadBalancerSourceRanges\"", 0]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.LoadBalancerSourceRanges: Forbidden: may only be used when `type` is \'LoadBalancer\', spec.LoadBalancerSourceRanges: Invalid value: ""[ACTOKEY]"": must be a list of IP ranges. For example, 10.240.0.0/24,10.250.0.0/24 ]' responsible_property=[]",None,,,
lab1_0229/trial-01-0093/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0094/0000,{},,,,,None,,,
lab1_0229/trial-01-0094/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""resources\"", \""claims\"", 0, \""name\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0094/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""updateStrategy\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0094/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""updateStrategy\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0094/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0094/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""updateStrategy\""]"", ""testcase"": ""Serial""}",,,,,None,,,
lab1_0229/trial-01-0094/0006,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""updateStrategy\""]"", ""testcase"": ""BestEffortParallel""}",,,,,None,,,
lab1_0229/trial-01-0094/0007,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""updateStrategy\""]"", ""testcase"": ""Parallel""}",,,,,None,,,
lab1_0229/trial-01-0094/0008,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""serviceRefs\"", 0]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0094/0009,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""serviceRefs\"", 0]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0094/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0095/0000,{},,,,,None,,,
lab1_0229/trial-01-0095/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""serviceRefs\"", 0]"", ""testcase"": ""object-empty""}",,,,,None,,,
lab1_0229/trial-01-0095/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0095/0003,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""externalName\""]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0095/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0095/0005,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""externalName\""]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0095/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0095/0007,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""externalName\""]"", ""testcase"": ""string-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0095/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0096/0000,{},,,,,None,,,
lab1_0229/trial-01-0097/0000,{},,,,,None,,,
lab1_0229/trial-01-0097/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""tolerations\"", 0]"", ""testcase"": ""k8s-control_plane_toleration""}",,,,,None,,,
