Trial number,testcase,baseline_alarm,baseline_crash_result,baseline_health_result,baseline_recovery_result,baseline_state_result,baseline_custom_result
trial-00-0014,"{'field': '[""spec"", ""network"", ""publiclyAccessible""]', 'testcase': 'boolean-toggle-on'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0014,"{'field': '[""spec"", ""services"", 0, ""spec"", ""sessionAffinityConfig""]', 'testcase': 'object-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0014,"{'field': '[""spec"", ""network"", ""publiclyAccessible""]', 'testcase': 'boolean-toggle-off'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0014,"{'field': '[""spec"", ""network"", ""publiclyAccessible""]', 'testcase': 'boolean-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0014,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0014,"{'field': '[""spec"", ""network"", ""publiclyAccessible""]', 'testcase': 'boolean-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0014,"{'field': '[""spec"", ""services"", 0, ""spec"", ""sessionAffinityConfig""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0014,"{'field': '[""spec"", ""network"", ""publiclyAccessible""]', 'testcase': 'boolean-toggle-off'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0015,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0016,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0017,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0018,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0019,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0019,"{'field': '[""spec"", ""componentSpecs"", 0, ""serviceRefs"", 0, ""name""]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0019,"{'field': '[""spec"", ""componentSpecs"", 0, ""serviceRefs"", 0, ""name""]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0019,"{'field': '[""spec"", ""componentSpecs"", 0, ""serviceRefs"", 0, ""name""]', 'testcase': 'string-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0019,"{'field': '[""spec"", ""componentSpecs"", 0, ""serviceRefs"", 0, ""name""]', 'testcase': 'string-change'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0019,"{'field': '[""spec"", ""componentSpecs"", 0, ""userResourceRefs"", ""secretRefs"", 0, ""name""]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0020,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0020,"{'field': '[""spec"", ""componentSpecs"", 0, ""userResourceRefs"", ""secretRefs"", 0, ""name""]', 'testcase': 'string-change'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0021,"{'field': '[""spec"", ""componentSpecs"", 0, ""serviceRefs"", 0, ""cluster""]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0021,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0021,"{'field': '[""spec"", ""componentSpecs"", 0, ""serviceRefs"", 0, ""cluster""]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0021,"{'field': '[""spec"", ""componentSpecs"", 0, ""serviceRefs"", 0, ""cluster""]', 'testcase': 'string-change'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0021,"{'field': '[""spec"", ""componentSpecs"", 0, ""resources"", ""claims""]', 'testcase': 'array-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0021,"{'field': '[""spec"", ""componentSpecs"", 0, ""serviceRefs"", 0, ""cluster""]', 'testcase': 'string-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0021,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0021,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0021,"{'field': '[""spec"", ""componentSpecs"", 0, ""userResourceRefs"", ""secretRefs"", 0, ""name""]', 'testcase': 'string-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0022,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0023,"{'field': '[""spec"", ""componentSpecs"", 0, ""resources"", ""claims""]', 'testcase': 'array-pop'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0023,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0023,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0023,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0023,"{'field': '[""spec"", ""services"", 0, ""spec"", ""sessionAffinityConfig"", ""clientIP""]', 'testcase': 'object-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0023,"{'field': '[""spec"", ""componentSpecs"", 0, ""resources"", ""claims""]', 'testcase': 'array-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0023,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0023,"{'field': '[""spec"", ""componentSpecs"", 0, ""resources"", ""claims""]', 'testcase': 'array-push'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0023,"{'field': '[""spec"", ""services"", 0, ""spec"", ""sessionAffinityConfig"", ""clientIP""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0023,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0024,"{'field': '[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""requests""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0024,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0024,"{'field': '[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""requests""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0024,"{'field': '[""spec"", ""componentSpecs"", 0, ""userResourceRefs"", ""configMapRefs"", 0, ""subPath""]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0025,"{'field': '[""spec"", ""componentSpecs"", 0, ""userResourceRefs"", ""configMapRefs"", 0, ""subPath""]', 'testcase': 'string-change'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0025,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0026,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0026,"{'field': '[""spec"", ""componentSpecs"", 0, ""userResourceRefs"", ""configMapRefs"", 0, ""subPath""]', 'testcase': 'string-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0027,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0028,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0028,"{'field': '[""spec"", ""componentSpecs"", 0, ""userResourceRefs"", ""secretRefs"", 0, ""secret"", ""items"", 0, ""mode""]', 'testcase': 'number-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0029,"{'field': '[""spec"", ""componentSpecs"", 0, ""userResourceRefs"", ""secretRefs"", 0, ""secret"", ""items"", 0, ""mode""]', 'testcase': 'number-change'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0029,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0030,"{'field': '[""spec"", ""componentSpecs"", 0, ""userResourceRefs"", ""secretRefs"", 0, ""secret""]', 'testcase': 'object-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0030,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0030,"{'field': '[""spec"", ""componentSpecs"", 0, ""userResourceRefs"", ""secretRefs"", 0, ""secret""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0030,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0031,"{'field': '[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""claims"", 0]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0031,"{'field': '[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""claims"", 0]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0031,"{'field': '[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""claims"", 0]', 'testcase': 'object-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0031,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0031,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0031,"{'field': '[""spec"", ""componentSpecs"", 0, ""classDefRef""]', 'testcase': 'object-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0031,"{'field': '[""spec"", ""componentSpecs"", 0, ""classDefRef""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0031,"{'field': '[""spec"", ""componentSpecs"", 0, ""classDefRef""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0031,,False,Pass,Pass,Pass,Pass,Pass
trial-00-0031,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-00-0031,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
