Trial number,Testcase,Crash,Health,Operator log,Consistency,Differential,Custom
testrun-2024-01-23-14-44/trial-01-0024/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0000/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0000/0001,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\""]"", ""testcase"": ""array-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0000/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""replicaServiceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0000/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""replicaServiceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0000/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""replicaServiceTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0000/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""replicaServiceTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0000/0006,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""files\""]"", ""testcase"": ""object-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0000/0007,"{""field"": ""[\""spec\"", \""taskID\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0000/0008,"{""field"": ""[\""spec\"", \""taskID\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0000/0009,"{""field"": ""[\""spec\"", \""taskID\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0001/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0001/0001,"{""field"": ""[\""spec\"", \""taskID\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0002/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0002/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""hostTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0002/0002,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\""]"", ""testcase"": ""array-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0002/0003,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\""]"", ""testcase"": ""array-push""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0002/0004,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\""]"", ""testcase"": ""array-pop""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0002/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""templates\""]"", ""testcase"": ""object-deletion""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [0] ready_replicas [None]',"message='Invalid input detected' responsible_property=[""spec"", ""configuration"", ""clusters"", 0, ""layout"", ""shards"", 0, ""templates"", ""clusterServiceTemplate""]",,None,
testrun-2024-01-23-14-44/trial-02-0003/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0003/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""templates\""]"", ""testcase"": ""object-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0003/0002,"{""field"": ""[\""spec\"", \""templates\"", \""serviceTemplates\""]"", ""testcase"": ""array-push""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0003/0003,"{""field"": ""[\""spec\"", \""templates\"", \""serviceTemplates\""]"", ""testcase"": ""array-push""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0003/0004,"{""field"": ""[\""spec\"", \""templates\"", \""serviceTemplates\""]"", ""testcase"": ""array-pop""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0004/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0004/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicasCount\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0004/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicasCount\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0004/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0004/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicasCount\""]"", ""testcase"": ""number-change""}",message='Pod clickhouse-operator-8697784fc9-4dbn7 crashed',"message='deployment: clickhouse-operator replicas [1] ready_replicas [None], clickhouse-operator condition [Available] status [False] message [Deployment does not have minimum availability.]\npod: clickhouse-operator-8697784fc9-4dbn7 container [clickhouse-operator] restart_count [6]'",,,None,
testrun-2024-01-23-14-44/trial-02-0005/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0005/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""type\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0005/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""type\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0005/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""type\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0005/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""type\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0005/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""templates\"", \""shardServiceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0005/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""templates\"", \""shardServiceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0005/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""templates\"", \""shardServiceTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0005/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""templates\"", \""shardServiceTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0005/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0005/0010,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0006/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0006/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0006/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-change""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [0] ready_replicas [None]',message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-02-0007/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0008/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0008/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""0""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0008/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""1""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0008/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""False""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0008/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""false""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0008/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""True""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0008/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""true""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0008/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""No""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0008/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""no""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0008/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""Yes""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0009/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0009/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""yes""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0010/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0010/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""volumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0010/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""volumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0010/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""volumeClaimTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0010/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""volumeClaimTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0010/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""podTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0010/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""podTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0010/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""podTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0010/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""podTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0010/0009,"{""field"": ""[\""spec\"", \""templating\"", \""chiSelector\""]"", ""testcase"": ""object-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0011/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0011/0001,"{""field"": ""[\""spec\"", \""defaults\"", \""storageManagement\"", \""reclaimPolicy\""]"", ""testcase"": """"}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0012/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0012/0001,"{""field"": ""[\""spec\"", \""troubleshoot\""]"", ""testcase"": ""0""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0012/0002,"{""field"": ""[\""spec\"", \""troubleshoot\""]"", ""testcase"": ""1""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0012/0003,"{""field"": ""[\""spec\"", \""troubleshoot\""]"", ""testcase"": ""False""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0012/0004,"{""field"": ""[\""spec\"", \""troubleshoot\""]"", ""testcase"": ""false""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0012/0005,"{""field"": ""[\""spec\"", \""troubleshoot\""]"", ""testcase"": ""True""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0012/0006,"{""field"": ""[\""spec\"", \""troubleshoot\""]"", ""testcase"": ""true""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0012/0007,"{""field"": ""[\""spec\"", \""troubleshoot\""]"", ""testcase"": ""No""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0012/0008,"{""field"": ""[\""spec\"", \""troubleshoot\""]"", ""testcase"": ""no""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0012/0009,"{""field"": ""[\""spec\"", \""troubleshoot\""]"", ""testcase"": ""Yes""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0013/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0013/0001,"{""field"": ""[\""spec\"", \""troubleshoot\""]"", ""testcase"": ""yes""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0014/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0014/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""true""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0014/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""No""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""configuration"", ""clusters"", 0, ""zookeeper"", ""nodes"", 0, ""secure""]",,None,
testrun-2024-01-23-14-44/trial-02-0014/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0014/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""no""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0014/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""Yes""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0014/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""yes""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0014/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""Off""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0014/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""off""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0014/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""On""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0015/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0015/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""on""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0015/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""secure\""]"", ""testcase"": ""Disable""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0016/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0016/0001,"{""field"": ""[\""spec\"", \""useTemplates\""]"", ""testcase"": ""array-push""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0016/0002,"{""field"": ""[\""spec\"", \""useTemplates\""]"", ""testcase"": ""array-push""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""useTemplates"", 0, ""name""]",,None,
testrun-2024-01-23-14-44/trial-02-0016/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0016/0004,"{""field"": ""[\""spec\"", \""useTemplates\""]"", ""testcase"": ""array-pop""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""useTemplates"", 0, ""name""]",,None,
testrun-2024-01-23-14-44/trial-02-0016/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0016/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""host\""]"", ""testcase"": ""string-deletion""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""configuration"", ""clusters"", 0, ""zookeeper"", ""nodes"", 0, ""host""]",,None,
testrun-2024-01-23-14-44/trial-02-0016/0007,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0016/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""host\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0016/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""host\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0017/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0017/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""host\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0017/0002,"{""field"": ""[\""spec\"", \""useTemplates\"", 0, \""useType\""]"", ""testcase"": """"}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0017/0003,"{""field"": ""[\""spec\"", \""useTemplates\"", 0, \""useType\""]"", ""testcase"": ""merge""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0017/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""auto\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0017/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""auto\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0018/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0018/0001,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""insecure\""]"", ""testcase"": ""No""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0018/0002,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""insecure\""]"", ""testcase"": ""no""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0018/0003,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""insecure\""]"", ""testcase"": ""Yes""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0018/0004,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""insecure\""]"", ""testcase"": ""yes""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0018/0005,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""insecure\""]"", ""testcase"": ""Off""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0018/0006,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""insecure\""]"", ""testcase"": ""off""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0018/0007,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""insecure\""]"", ""testcase"": ""On""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0018/0008,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""insecure\""]"", ""testcase"": ""on""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0018/0009,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""insecure\""]"", ""testcase"": ""Disable""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0019/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0019/0001,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""insecure\""]"", ""testcase"": ""disable""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0020/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0020/0001,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""portDistribution\""]"", ""testcase"": ""array-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0020/0002,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""portDistribution\""]"", ""testcase"": ""array-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0020/0003,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""portDistribution\""]"", ""testcase"": ""array-push""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0020/0004,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""portDistribution\""]"", ""testcase"": ""array-pop""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0020/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""insecure\""]"", ""testcase"": ""string-deletion""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-02-0020/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0020/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""insecure\""]"", ""testcase"": """"}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-02-0020/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0020/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""insecure\""]"", ""testcase"": ""0""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-02-0020/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0021/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0021/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""insecure\""]"", ""testcase"": ""1""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0021/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""insecure\""]"", ""testcase"": ""False""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-02-0021/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0021/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""insecure\""]"", ""testcase"": ""false""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-02-0021/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0022/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0022/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""internalReplication\""]"", ""testcase"": ""off""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0022/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""internalReplication\""]"", ""testcase"": ""On""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0022/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""internalReplication\""]"", ""testcase"": ""on""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0022/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""internalReplication\""]"", ""testcase"": ""Disable""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0022/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""internalReplication\""]"", ""testcase"": ""disable""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0022/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""internalReplication\""]"", ""testcase"": ""Enable""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0022/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""internalReplication\""]"", ""testcase"": ""enable""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0022/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""internalReplication\""]"", ""testcase"": ""Disabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0022/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""internalReplication\""]"", ""testcase"": ""disabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0023/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-02-0023/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""internalReplication\""]"", ""testcase"": ""Enabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-02-0024/0000,{},,,,,None,
