Trial number,Testcase,Alarm,Crash,Health,Operator log,Consistency,Differential,Custom
data/jenkins-operator/testout/trial-00-0000/0000,{},False,,,,,None,
data/jenkins-operator/testout/trial-00-0000/0001,"{""field"": ""[\""spec\"", \""master\"", \""basePlugins\"", 0, \""version\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0000/0002,"{""field"": ""[\""spec\"", \""master\"", \""basePlugins\"", 0, \""version\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0000/0003,"{""field"": ""[\""spec\"", \""master\"", \""basePlugins\"", 0, \""version\""]"", ""testcase"": ""string-change""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0000/0004,"{""field"": ""[\""spec\"", \""master\"", \""basePlugins\"", 0, \""version\""]"", ""testcase"": ""string-empty""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0000/0005,"{""field"": ""[\""spec\"", \""notifications\"", 0, \""smtp\"", \""tlsInsecureSkipVerify\""]"", ""testcase"": ""boolean-deletion""}",False,,,"message='Invalid input detected' responsible_property=[""spec"", ""notifications"", 0, ""smtp"", ""to""]",,None,
data/jenkins-operator/testout/trial-00-0000/0006,"{""field"": """", ""testcase"": ""revert""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0000/0007,"{""field"": ""[\""spec\"", \""notifications\"", 0, \""smtp\"", \""tlsInsecureSkipVerify\""]"", ""testcase"": ""boolean-toggle-off""}",False,,,"message='Invalid input detected' responsible_property=[""spec"", ""notifications"", 0, ""smtp"", ""to""]",,None,
data/jenkins-operator/testout/trial-00-0000/0008,"{""field"": """", ""testcase"": ""revert""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0000/0009,"{""field"": ""[\""spec\"", \""notifications\"", 0, \""smtp\"", \""tlsInsecureSkipVerify\""]"", ""testcase"": ""boolean-toggle-on""}",False,,,"message='Invalid input detected' responsible_property=[""spec"", ""notifications"", 0, ""smtp"", ""to""]",,None,
data/jenkins-operator/testout/trial-00-0000/0010,"{""field"": """", ""testcase"": ""revert""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0001/0000,{},False,,,,,None,
data/jenkins-operator/testout/trial-00-0001/0001,"{""field"": ""[\""spec\"", \""service\"", \""loadBalancerIP\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0001/0002,"{""field"": ""[\""spec\"", \""service\"", \""loadBalancerIP\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0001/0003,"{""field"": ""[\""spec\"", \""service\"", \""loadBalancerIP\""]"", ""testcase"": ""string-change""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0001/0004,"{""field"": ""[\""spec\"", \""service\"", \""loadBalancerIP\""]"", ""testcase"": ""string-empty""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0001/0005,"{""field"": ""[\""spec\"", \""master\"", \""containers\"", 0, \""imagePullPolicy\""]"", ""testcase"": ""k8s-change_image_pull_policy""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0002/0000,{},False,,,,,None,
data/jenkins-operator/testout/trial-00-0002/0001,"{""field"": ""[\""spec\"", \""slaveService\"", \""loadBalancerSourceRanges\""]"", ""testcase"": ""array-empty""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0002/0002,"{""field"": ""[\""spec\"", \""seedJobs\"", 0, \""additionalClasspath\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0002/0003,"{""field"": ""[\""spec\"", \""seedJobs\"", 0, \""additionalClasspath\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0002/0004,"{""field"": ""[\""spec\"", \""seedJobs\"", 0, \""additionalClasspath\""]"", ""testcase"": ""string-change""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0002/0005,"{""field"": ""[\""spec\"", \""seedJobs\"", 0, \""additionalClasspath\""]"", ""testcase"": ""string-empty""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0002/0006,"{""field"": ""[\""spec\"", \""notifications\"", 0, \""smtp\"", \""usernameSecretKeySelector\""]"", ""testcase"": ""object-deletion""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0002/0007,"{""field"": ""[\""spec\"", \""notifications\"", 0, \""smtp\"", \""usernameSecretKeySelector\""]"", ""testcase"": ""object-deletion""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0002/0008,"{""field"": """", ""testcase"": ""revert""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0002/0009,"{""field"": ""[\""spec\"", \""notifications\"", 0, \""smtp\"", \""usernameSecretKeySelector\""]"", ""testcase"": ""object-empty""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0002/0010,"{""field"": """", ""testcase"": ""revert""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0003/0000,{},False,,,,,None,
data/jenkins-operator/testout/trial-00-0003/0001,"{""field"": ""[\""status\"", \""appliedGroovyScripts\""]"", ""testcase"": ""array-deletion""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0003/0002,"{""field"": ""[\""status\"", \""appliedGroovyScripts\""]"", ""testcase"": ""array-deletion""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0003/0003,"{""field"": ""[\""status\"", \""appliedGroovyScripts\""]"", ""testcase"": ""array-push""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0003/0004,"{""field"": ""[\""status\"", \""appliedGroovyScripts\""]"", ""testcase"": ""array-pop""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0004/0000,{},False,,,,,None,
data/jenkins-operator/testout/trial-00-0004/0001,"{""field"": ""[\""spec\"", \""master\"", \""containers\"", 0, \""volumeMounts\""]"", ""testcase"": ""array-push""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0004/0002,"{""field"": ""[\""spec\"", \""master\"", \""containers\"", 0, \""volumeMounts\""]"", ""testcase"": ""array-push""}",False,,,"message='Invalid input detected' responsible_property=[""spec"", ""master"", ""containers"", 0, ""volumeMounts"", 0, ""mountPath""]",,None,
data/jenkins-operator/testout/trial-00-0004/0003,"{""field"": """", ""testcase"": ""revert""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0004/0004,"{""field"": ""[\""spec\"", \""master\"", \""containers\"", 0, \""volumeMounts\""]"", ""testcase"": ""array-pop""}",False,,,"message='Invalid input detected' responsible_property=[""spec"", ""master"", ""containers"", 0, ""volumeMounts"", 0, ""mountPath""]",,None,
data/jenkins-operator/testout/trial-00-0004/0005,"{""field"": """", ""testcase"": ""revert""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0004/0006,"{""field"": ""[\""spec\"", \""backup\"", \""containerName\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0004/0007,"{""field"": ""[\""spec\"", \""backup\"", \""containerName\""]"", ""testcase"": ""string-change""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0004/0008,"{""field"": ""[\""spec\"", \""backup\"", \""containerName\""]"", ""testcase"": ""string-empty""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0004/0009,"{""field"": ""[\""spec\"", \""master\"", \""basePlugins\""]"", ""testcase"": ""array-deletion""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0004/0010,"{""field"": ""[\""spec\"", \""master\"", \""basePlugins\""]"", ""testcase"": ""array-deletion""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0005/0000,{},False,,,,,None,
data/jenkins-operator/testout/trial-00-0005/0001,"{""field"": ""[\""spec\"", \""master\"", \""basePlugins\""]"", ""testcase"": ""array-push""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0005/0002,"{""field"": ""[\""spec\"", \""master\"", \""basePlugins\""]"", ""testcase"": ""array-push""}",False,,,message='Invalid input detected' responsible_property=[],,None,
data/jenkins-operator/testout/trial-00-0005/0003,"{""field"": """", ""testcase"": ""revert""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0005/0004,"{""field"": ""[\""spec\"", \""master\"", \""basePlugins\""]"", ""testcase"": ""array-pop""}",False,,,message='Invalid input detected' responsible_property=[],,None,
data/jenkins-operator/testout/trial-00-0005/0005,"{""field"": """", ""testcase"": ""revert""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0006/0000,{},False,,,,,None,
data/jenkins-operator/testout/trial-00-0006/0001,"{""field"": ""[\""spec\"", \""backup\"", \""makeBackupBeforePodDeletion\""]"", ""testcase"": ""boolean-toggle-on""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0006/0002,"{""field"": ""[\""spec\"", \""backup\"", \""makeBackupBeforePodDeletion\""]"", ""testcase"": ""boolean-toggle-on""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0006/0003,"{""field"": ""[\""spec\"", \""notifications\"", 0, \""smtp\"", \""usernameSecretKeySelector\"", \""key\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0006/0004,"{""field"": ""[\""spec\"", \""notifications\"", 0, \""smtp\"", \""usernameSecretKeySelector\"", \""key\""]"", ""testcase"": ""string-deletion""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0006/0005,"{""field"": ""[\""spec\"", \""notifications\"", 0, \""smtp\"", \""usernameSecretKeySelector\"", \""key\""]"", ""testcase"": ""string-change""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0006/0006,"{""field"": ""[\""spec\"", \""notifications\"", 0, \""smtp\"", \""usernameSecretKeySelector\"", \""key\""]"", ""testcase"": ""string-empty""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0006/0007,"{""field"": ""[\""spec\"", \""master\"", \""volumes\"", 0, \""flexVolume\"", \""secretRef\"", \""name\""]"", ""testcase"": ""invalid-name""}",False,,,"message='Invalid input detected' responsible_property=[""spec"", ""master"", ""volumes"", 0, ""flexVolume"", ""driver""]",,None,
data/jenkins-operator/testout/trial-00-0006/0008,"{""field"": """", ""testcase"": ""revert""}",False,,,,,None,
data/jenkins-operator/testout/trial-00-0006/0009,"{""field"": ""[\""spec\"", \""slaveService\"", \""nodePort\""]"", ""testcase"": ""integer-deletion""}",False,,,,,None,
